,org,repo,user,date,commits,comments
12955,jupyter,notebook,takluyver,2017-02-11,,1.0
12956,jupyter,notebook,takluyver,2017-02-12,,7.0
12957,jupyter,notebook,takluyver,2017-02-16,,2.0
12958,jupyter,notebook,takluyver,2017-02-17,,2.0
12959,jupyter,notebook,takluyver,2017-02-22,,4.0
12960,jupyter,notebook,takluyver,2017-02-23,,3.0
12961,jupyter,notebook,takluyver,2017-02-25,,1.0
12962,jupyter,notebook,takluyver,2017-03-01,,8.0
12963,jupyter,notebook,takluyver,2017-03-03,,4.0
12964,jupyter,notebook,takluyver,2017-03-06,,2.0
12965,jupyter,notebook,takluyver,2017-03-07,,5.0
12966,jupyter,notebook,takluyver,2017-03-08,,3.0
12967,jupyter,notebook,takluyver,2017-03-14,,3.0
12968,jupyter,notebook,takluyver,2017-03-15,,10.0
12969,jupyter,notebook,takluyver,2017-03-16,,8.0
12970,jupyter,notebook,takluyver,2017-03-24,,6.0
12971,jupyter,notebook,takluyver,2017-03-25,,2.0
12972,jupyter,notebook,takluyver,2017-03-29,,1.0
12973,jupyter,notebook,takluyver,2017-03-31,,4.0
12974,jupyter,notebook,takluyver,2017-04-01,,3.0
12975,jupyter,notebook,takluyver,2017-04-03,,5.0
12976,jupyter,notebook,takluyver,2017-04-06,,2.0
12977,jupyter,notebook,takluyver,2017-04-12,,4.0
12978,jupyter,notebook,takluyver,2017-04-13,,9.0
12979,jupyter,notebook,takluyver,2017-04-18,,9.0
12980,jupyter,notebook,takluyver,2017-04-20,,2.0
12981,jupyter,notebook,takluyver,2017-04-23,,2.0
12982,jupyter,notebook,takluyver,2017-04-25,,13.0
12983,jupyter,notebook,takluyver,2017-04-26,,4.0
12984,jupyter,notebook,takluyver,2017-05-05,,2.0
12985,jupyter,notebook,takluyver,2017-05-07,,1.0
12986,jupyter,notebook,takluyver,2017-05-08,,3.0
12987,jupyter,notebook,takluyver,2017-05-09,,5.0
12988,jupyter,notebook,takluyver,2017-05-10,,4.0
12989,jupyter,notebook,takluyver,2017-05-11,,3.0
12990,jupyter,notebook,takluyver,2017-05-12,,1.0
12991,jupyter,notebook,takluyver,2017-05-15,,3.0
12992,jupyter,notebook,takluyver,2017-05-16,,2.0
12993,jupyter,notebook,taldcroft,2016-02-04,,1.0
12994,jupyter,notebook,tanayag,2017-01-07,,1.0
12995,jupyter,notebook,tanju-b,2016-11-02,,1.0
12996,jupyter,notebook,tbsexton,2016-09-21,,1.0
12997,jupyter,notebook,techtonik,2016-08-23,,7.0
12998,jupyter,notebook,techtonik,2016-09-06,,1.0
12999,jupyter,notebook,techtonik,2016-09-14,,1.0
13000,jupyter,notebook,teto,2016-04-15,,1.0
13001,jupyter,notebook,tfors,2016-02-22,,1.0
13002,jupyter,notebook,tfors,2016-03-02,,1.0
13003,jupyter,notebook,theChumpus,2016-07-22,,1.0
13004,jupyter,notebook,theideasmith,2016-11-22,,1.0
13005,jupyter,notebook,themrmax,2016-10-06,,2.0
13006,jupyter,notebook,themrmax,2017-01-20,,2.0
13007,jupyter,notebook,themrmax,2017-01-22,,1.0
13008,jupyter,notebook,themrmax,2017-01-29,,1.0
13009,jupyter,notebook,themrmax,2017-02-01,,1.0
13010,jupyter,notebook,themrmax,2017-02-02,,1.0
13011,jupyter,notebook,themrmax,2017-02-03,,1.0
13012,jupyter,notebook,themrmax,2017-05-17,,1.0
13013,jupyter,notebook,theobarnhart,2016-05-03,,4.0
13014,jupyter,notebook,thinkingatoms,2016-12-23,,2.0
13015,jupyter,notebook,thirumalaipm,2016-06-10,,1.0
13016,jupyter,notebook,thomasaarholt,2016-04-08,,1.0
13017,jupyter,notebook,thomasaarholt,2016-04-11,,3.0
13018,jupyter,notebook,thomasaarholt,2016-08-15,,1.0
13019,jupyter,notebook,thomasaarholt,2017-01-30,,1.0
13020,jupyter,notebook,thomasaarholt,2017-03-28,,1.0
13021,jupyter,notebook,thomasopsomer,2017-04-12,,1.0
13022,jupyter,notebook,tibaes,2016-09-12,,1.0
13023,jupyter,notebook,tildebyte,2016-11-01,,1.0
13024,jupyter,notebook,tildebyte,2016-11-02,,1.0
13025,jupyter,notebook,timeregained,2017-04-19,,1.0
13026,jupyter,notebook,timjim333,2017-05-09,,1.0
13027,jupyter,notebook,timjim333,2017-05-11,,1.0
13028,jupyter,notebook,timvisee,2017-04-06,,3.0
13029,jupyter,notebook,titipata,2016-01-08,,1.0
13030,jupyter,notebook,tjnd89,2017-04-09,,1.0
13031,jupyter,notebook,tjnd89,2017-04-14,,1.0
13032,jupyter,notebook,tmbdev,2017-04-14,,1.0
13033,jupyter,notebook,tnearey,2016-03-29,,2.0
13034,jupyter,notebook,tngTUDOR,2016-10-25,,1.0
13035,jupyter,notebook,tnlin,2017-03-30,,1.0
13036,jupyter,notebook,tobegit3hub,2016-08-15,,1.0
13037,jupyter,notebook,toddrme2178,2016-10-18,,1.0
13038,jupyter,notebook,tomdz,2017-03-28,,1.0
13039,jupyter,notebook,tomerm,2016-11-09,,2.0
13040,jupyter,notebook,tomspur,2016-11-25,,1.0
13041,jupyter,notebook,tonyfast,2016-04-09,,1.0
13042,jupyter,notebook,tonyp,2016-05-02,,1.0
13043,jupyter,notebook,topisani,2016-09-24,,1.0
13044,jupyter,notebook,toqduj,2017-04-03,,1.0
13045,jupyter,notebook,toqduj,2017-04-04,,1.0
13046,jupyter,notebook,torsstei,2016-07-27,,1.0
13047,jupyter,notebook,torwag,2016-06-13,,1.0
13048,jupyter,notebook,transfluxus,2017-03-05,,1.0
13049,jupyter,notebook,tritemio,2016-01-02,,2.0
13050,jupyter,notebook,tritemio,2016-01-04,,1.0
13051,jupyter,notebook,tritemio,2016-06-27,,2.0
13052,jupyter,notebook,tritemio,2016-09-30,,1.0
13053,jupyter,notebook,tritemio,2017-01-30,,1.0
13054,jupyter,notebook,tritemio,2017-04-12,,1.0
13055,jupyter,notebook,tsailiming,2016-03-03,,1.0
13056,jupyter,notebook,tudorprodan,2016-04-27,,6.0
13057,jupyter,notebook,ucsky,2016-12-19,,1.0
13058,jupyter,notebook,udibr,2016-01-23,,1.0
13059,jupyter,notebook,uditabose,2017-02-02,,1.0
13060,jupyter,notebook,ultimatist,2017-05-04,,1.0
13061,jupyter,notebook,ultradian,2016-11-10,,1.0
13062,jupyter,notebook,ultradian,2016-11-12,,1.0
13063,jupyter,notebook,ultradian,2016-11-15,,2.0
13064,jupyter,notebook,uolter,2016-08-31,,1.0
13065,jupyter,notebook,updiversity,2016-08-09,,1.0
13066,jupyter,notebook,uweschmitt,2016-11-09,,1.0
13067,jupyter,notebook,varmas,2016-04-19,,1.0
13068,jupyter,notebook,vascotenner,2016-08-02,,1.0
13069,jupyter,notebook,venkateshpatil1,2016-09-14,,2.0
13070,jupyter,notebook,venkateshpatil1,2016-09-16,,1.0
13071,jupyter,notebook,venkateshpatil1,2016-09-22,,1.0
13072,jupyter,notebook,versemonger,2016-02-15,,1.0
13073,jupyter,notebook,viaregio,2016-12-12,,1.0
13074,jupyter,notebook,vidartf,2017-02-21,,1.0
13075,jupyter,notebook,vidartf,2017-03-03,,1.0
13076,jupyter,notebook,vidartf,2017-04-05,,1.0
13077,jupyter,notebook,vikrant1433,2016-08-11,,1.0
13078,jupyter,notebook,vinayprabhu,2016-05-11,,1.0
13079,jupyter,notebook,vinayprabhu,2016-05-12,,1.0
13080,jupyter,notebook,vincent-legoll,2016-05-04,,1.0
13081,jupyter,notebook,vincent-legoll,2016-05-05,,1.0
13082,jupyter,notebook,vincent-legoll,2016-05-09,,2.0
13083,jupyter,notebook,vincent-legoll,2016-05-24,,1.0
13084,jupyter,notebook,vincentchew,2016-03-31,,1.0
13085,jupyter,notebook,vivekananthrp,2017-05-18,,1.0
13086,jupyter,notebook,vivekteega,2017-01-24,,1.0
13087,jupyter,notebook,vizmotion,2016-10-28,,1.0
13088,jupyter,notebook,vizmotion,2016-10-31,,1.0
13089,jupyter,notebook,vmarkovtsev,2016-12-12,,1.0
13090,jupyter,notebook,vmuriart,2016-04-14,,1.0
13091,jupyter,notebook,vnnsrk,2017-05-08,,1.0
13092,jupyter,notebook,w1ndy,2016-05-13,,2.0
13093,jupyter,notebook,w1ndy,2016-05-15,,2.0
13094,jupyter,notebook,w3rs,2016-11-13,,1.0
13095,jupyter,notebook,wadevries,2016-01-26,,1.0
13096,jupyter,notebook,wangpingle413,2017-04-26,,1.0
13097,jupyter,notebook,wasade,2016-04-16,,1.0
13098,jupyter,notebook,weleen,2017-02-13,,2.0
13099,jupyter,notebook,wellecks,2017-04-25,,1.0
13100,jupyter,notebook,wernight,2016-06-17,,1.0
13101,jupyter,notebook,wernight,2016-10-07,,1.0
13102,jupyter,notebook,wielandbrendel,2016-01-20,,1.0
13103,jupyter,notebook,wikiped,2016-04-22,,2.0
13104,jupyter,notebook,wikiped,2017-01-11,,1.0
13105,jupyter,notebook,wikiped,2017-04-07,,2.0
13106,jupyter,notebook,willgdjones,2016-07-27,,1.0
13107,jupyter,notebook,williamstein,2016-10-08,,1.0
13108,jupyter,notebook,williamstein,2016-10-17,,1.0
13109,jupyter,notebook,williamstein,2016-10-26,,2.0
13110,jupyter,notebook,williamstein,2016-11-03,,1.0
13111,jupyter,notebook,williamstein,2016-11-08,,2.0
13112,jupyter,notebook,williamstein,2016-12-07,,2.0
13113,jupyter,notebook,willingc,2016-01-02,,1.0
13114,jupyter,notebook,willingc,2016-01-13,,2.0
13115,jupyter,notebook,willingc,2016-01-14,,1.0
13116,jupyter,notebook,willingc,2016-01-15,,3.0
13117,jupyter,notebook,willingc,2016-01-20,,1.0
13118,jupyter,notebook,willingc,2016-01-21,,3.0
13119,jupyter,notebook,willingc,2016-01-27,,6.0
13120,jupyter,notebook,willingc,2016-01-28,,3.0
13121,jupyter,notebook,willingc,2016-01-29,,3.0
13122,jupyter,notebook,willingc,2016-01-31,,1.0
13123,jupyter,notebook,willingc,2016-02-01,,2.0
13124,jupyter,notebook,willingc,2016-02-03,,1.0
13125,jupyter,notebook,willingc,2016-02-05,,1.0
13126,jupyter,notebook,willingc,2016-02-06,,2.0
13127,jupyter,notebook,willingc,2016-02-08,,1.0
13128,jupyter,notebook,willingc,2016-02-11,,2.0
13129,jupyter,notebook,willingc,2016-02-16,,1.0
13130,jupyter,notebook,willingc,2016-02-17,,2.0
13131,jupyter,notebook,willingc,2016-02-18,,6.0
13132,jupyter,notebook,willingc,2016-02-19,,7.0
13133,jupyter,notebook,willingc,2016-02-20,,3.0
13134,jupyter,notebook,willingc,2016-02-22,,1.0
13135,jupyter,notebook,willingc,2016-02-25,,2.0
13136,jupyter,notebook,willingc,2016-02-27,,1.0
13137,jupyter,notebook,willingc,2016-03-04,,2.0
13138,jupyter,notebook,willingc,2016-03-07,,2.0
13139,jupyter,notebook,willingc,2016-03-12,,1.0
13140,jupyter,notebook,willingc,2016-03-13,,2.0
13141,jupyter,notebook,willingc,2016-03-19,,1.0
13142,jupyter,notebook,willingc,2016-03-21,,2.0
13143,jupyter,notebook,willingc,2016-03-22,,4.0
13144,jupyter,notebook,willingc,2016-03-25,,3.0
13145,jupyter,notebook,willingc,2016-03-26,,1.0
13146,jupyter,notebook,willingc,2016-04-01,,1.0
13147,jupyter,notebook,willingc,2016-04-02,,1.0
13148,jupyter,notebook,willingc,2016-04-04,,1.0
13149,jupyter,notebook,willingc,2016-04-08,,2.0
13150,jupyter,notebook,willingc,2016-04-10,,3.0
13151,jupyter,notebook,willingc,2016-04-11,,3.0
13152,jupyter,notebook,willingc,2016-04-13,,1.0
13153,jupyter,notebook,willingc,2016-04-17,,1.0
13154,jupyter,notebook,willingc,2016-04-18,,1.0
13155,jupyter,notebook,willingc,2016-04-19,,1.0
13156,jupyter,notebook,willingc,2016-04-21,,2.0
13157,jupyter,notebook,willingc,2016-04-22,,3.0
13158,jupyter,notebook,willingc,2016-04-23,,3.0
13159,jupyter,notebook,willingc,2016-04-25,,1.0
13160,jupyter,notebook,willingc,2016-04-27,,1.0
13161,jupyter,notebook,willingc,2016-05-01,,1.0
13162,jupyter,notebook,willingc,2016-05-03,,4.0
13163,jupyter,notebook,willingc,2016-05-04,,1.0
13164,jupyter,notebook,willingc,2016-05-05,,1.0
13165,jupyter,notebook,willingc,2016-05-09,,1.0
13166,jupyter,notebook,willingc,2016-05-10,,4.0
13167,jupyter,notebook,willingc,2016-05-11,,1.0
13168,jupyter,notebook,willingc,2016-05-14,,1.0
13169,jupyter,notebook,willingc,2016-05-17,,2.0
13170,jupyter,notebook,willingc,2016-05-19,,1.0
13171,jupyter,notebook,willingc,2016-05-20,,1.0
13172,jupyter,notebook,willingc,2016-05-25,,1.0
13173,jupyter,notebook,willingc,2016-05-31,,1.0
13174,jupyter,notebook,willingc,2016-06-03,,1.0
13175,jupyter,notebook,willingc,2016-06-05,,1.0
13176,jupyter,notebook,willingc,2016-06-06,,1.0
13177,jupyter,notebook,willingc,2016-06-08,,2.0
13178,jupyter,notebook,willingc,2016-07-01,,1.0
13179,jupyter,notebook,willingc,2016-07-05,,2.0
13180,jupyter,notebook,willingc,2016-07-26,,2.0
13181,jupyter,notebook,willingc,2016-07-27,,1.0
13182,jupyter,notebook,willingc,2016-08-10,,1.0
13183,jupyter,notebook,willingc,2016-09-12,,1.0
13184,jupyter,notebook,willingc,2016-09-13,,2.0
13185,jupyter,notebook,willingc,2016-09-30,,1.0
13186,jupyter,notebook,willingc,2016-10-24,,1.0
13187,jupyter,notebook,willingc,2016-10-27,,1.0
13188,jupyter,notebook,willingc,2016-10-31,,2.0
13189,jupyter,notebook,willingc,2016-12-12,,1.0
13190,jupyter,notebook,willingc,2016-12-13,,1.0
13191,jupyter,notebook,willingc,2017-01-24,,2.0
13192,jupyter,notebook,willingc,2017-02-02,,1.0
13193,jupyter,notebook,willingc,2017-02-13,,1.0
13194,jupyter,notebook,willingc,2017-02-27,,1.0
13195,jupyter,notebook,willingc,2017-04-05,,3.0
13196,jupyter,notebook,willingc,2017-04-26,,1.0
13197,jupyter,notebook,willingc,2017-04-27,,2.0
13198,jupyter,notebook,willingc,2017-04-29,,1.0
13199,jupyter,notebook,willingc,2017-05-09,,1.0
13200,jupyter,notebook,willwhitney,2017-04-24,,1.0
13201,jupyter,notebook,wiso,2016-05-02,,2.0
13202,jupyter,notebook,wisp3rwind,2017-03-08,,1.0
13203,jupyter,notebook,wjlu,2017-02-08,,1.0
13204,jupyter,notebook,wmayner,2016-09-26,,1.0
13205,jupyter,notebook,wnduan,2016-11-13,,1.0
13206,jupyter,notebook,xXAndrew28Xx,2017-01-02,,1.0
13207,jupyter,notebook,xiaochuanyu,2017-02-13,,1.0
13208,jupyter,notebook,xiaoyun4,2017-03-17,,1.0
13209,jupyter,notebook,xsway,2017-01-18,,5.0
13210,jupyter,notebook,yarmenti,2016-12-19,,1.0
13211,jupyter,notebook,yebrahim,2017-05-03,,2.0
13212,jupyter,notebook,yebrahim,2017-05-05,,1.0
13213,jupyter,notebook,yechaochen,2016-04-29,,1.0
13214,jupyter,notebook,yegortk,2016-02-26,,1.0
13215,jupyter,notebook,yehoshuadimarsky,2017-05-12,,1.0
13216,jupyter,notebook,yelled1,2017-01-15,,1.0
13217,jupyter,notebook,yelled1,2017-01-16,,3.0
13218,jupyter,notebook,yelled1,2017-01-17,,1.0
13219,jupyter,notebook,yifeim,2017-03-16,,3.0
13220,jupyter,notebook,yihengli,2017-03-15,,1.0
13221,jupyter,notebook,ylaizet,2016-06-20,,1.0
13222,jupyter,notebook,ymost,2017-02-26,,1.0
13223,jupyter,notebook,yosuah,2016-02-15,,1.0
13224,jupyter,notebook,yourinoelnelson,2016-10-03,,2.0
13225,jupyter,notebook,yourinoelnelson,2016-10-04,,2.0
13226,jupyter,notebook,yrevar,2016-07-07,,1.0
13227,jupyter,notebook,yssource,2016-12-21,,1.0
13228,jupyter,notebook,yunyundong,2017-01-05,,1.0
13229,jupyter,notebook,yunyundong,2017-01-06,,2.0
13230,jupyter,notebook,yutkin,2016-06-20,,1.0
13231,jupyter,notebook,yuvipanda,2016-01-11,,1.0
13232,jupyter,notebook,yuvipanda,2016-02-27,,1.0
13233,jupyter,notebook,yuvipanda,2016-03-08,,1.0
13234,jupyter,notebook,yuvipanda,2016-03-09,,1.0
13235,jupyter,notebook,yuvipanda,2016-06-04,,1.0
13236,jupyter,notebook,yuvipanda,2016-07-06,,1.0
13237,jupyter,notebook,yuvipanda,2016-07-16,,3.0
13238,jupyter,notebook,yuvipanda,2016-09-01,,3.0
13239,jupyter,notebook,yuvipanda,2016-10-18,,1.0
13240,jupyter,notebook,yuvipanda,2016-10-24,,1.0
13241,jupyter,notebook,yuvipanda,2016-10-25,,1.0
13242,jupyter,notebook,yuvipanda,2016-11-10,,1.0
13243,jupyter,notebook,yuvipanda,2016-11-12,,2.0
13244,jupyter,notebook,yuvipanda,2017-01-13,,1.0
13245,jupyter,notebook,yuvipanda,2017-03-05,,1.0
13246,jupyter,notebook,yuvipanda,2017-03-06,,1.0
13247,jupyter,notebook,zdeland1,2016-02-09,,1.0
13248,jupyter,notebook,zeka0,2017-05-10,,1.0
13249,jupyter,notebook,zeka0,2017-05-11,,1.0
13250,jupyter,notebook,zeka0,2017-05-12,,1.0
13251,jupyter,notebook,zhennie,2016-10-20,,1.0
13252,jupyter,notebook,zhoufankai,2016-12-13,,1.0
13253,jupyter,notebook,zhoufankai,2016-12-14,,1.0
13254,jupyter,notebook,zischwartz,2016-01-19,,1.0
13255,jupyter,notebook,zlqs1985,2016-09-16,,1.0
13256,jupyter,notebook,zqfzera,2017-05-18,,1.0
13257,jupyter,notebook,zweicoder,2016-11-04,,1.0
13258,jupyter,notebook,zxweed,2017-02-12,,1.0
13259,jupyter,notebook,zyzhu2000,2016-02-09,,2.0
13260,jupyter,repo2docker,21BITGUY,2018-10-09,,1.0
13261,jupyter,repo2docker,AaronWatters,2017-10-24,,3.0
13262,jupyter,repo2docker,AaronWatters,2017-12-19,,1.0
13263,jupyter,repo2docker,AaronWatters,2018-01-04,,2.0
13264,jupyter,repo2docker,AaronWatters,2018-03-14,,2.0
13265,jupyter,repo2docker,AaronWatters,2018-03-21,,1.0
13266,jupyter,repo2docker,AaronWatters,2018-06-08,,1.0
13267,jupyter,repo2docker,AaronWatters,2018-06-13,,2.0
13268,jupyter,repo2docker,AaronWatters,2018-06-14,,1.0
13269,jupyter,repo2docker,BoPeng,2018-10-12,,1.0
13270,jupyter,repo2docker,Carreau,2017-11-06,,1.0
13271,jupyter,repo2docker,Carreau,2017-11-14,,1.0
13272,jupyter,repo2docker,DominikGlodzik,2018-05-16,,2.0
13273,jupyter,repo2docker,DominikGlodzik,2018-05-24,,1.0
13274,jupyter,repo2docker,DominikGlodzik,2018-05-29,,1.0
13275,jupyter,repo2docker,GladysNalvarte,2018-04-04,,1.0
13276,jupyter,repo2docker,GladysNalvarte,2018-04-06,,1.0
13277,jupyter,repo2docker,GladysNalvarte,2019-01-11,,1.0
13278,jupyter,repo2docker,HeidiSeibold,2018-09-10,,1.0
13279,jupyter,repo2docker,HeidiSeibold,2018-09-13,,1.0
13280,jupyter,repo2docker,HeidiSeibold,2018-09-15,,1.0
13281,jupyter,repo2docker,KristofferC,2018-09-07,,6.0
13282,jupyter,repo2docker,KristofferC,2018-09-12,,1.0
13283,jupyter,repo2docker,LennertSchepers,2019-01-21,,1.0
13284,jupyter,repo2docker,Madhu94,2018-12-22,,2.0
13285,jupyter,repo2docker,Morisset,2018-10-19,,2.0
13286,jupyter,repo2docker,NHDaly,2018-10-03,,2.0
13287,jupyter,repo2docker,RaoOfPhysics,2018-02-19,,2.0
13288,jupyter,repo2docker,StefanKarpinski,2019-01-17,,1.0
13289,jupyter,repo2docker,SylvainCorlay,2018-08-07,,2.0
13290,jupyter,repo2docker,WillKoehrsen,2018-12-17,,1.0
13291,jupyter,repo2docker,WillKoehrsen,2018-12-18,,2.0
13292,jupyter,repo2docker,Zsailer,2018-12-12,,1.0
13293,jupyter,repo2docker,aborruso,2018-05-16,,2.0
13294,jupyter,repo2docker,aborruso,2018-05-18,,1.0
13295,jupyter,repo2docker,aborruso,2018-05-19,,1.0
13296,jupyter,repo2docker,aborruso,2018-05-20,,1.0
13297,jupyter,repo2docker,aborruso,2018-05-22,,1.0
13298,jupyter,repo2docker,aborruso,2018-05-23,,1.0
13299,jupyter,repo2docker,aborruso,2018-05-24,,2.0
13300,jupyter,repo2docker,aborruso,2018-06-06,,1.0
13301,jupyter,repo2docker,aborruso,2018-06-07,,1.0
13302,jupyter,repo2docker,agahkarakuzu,2018-10-13,,5.0
13303,jupyter,repo2docker,agahkarakuzu,2018-10-14,,3.0
13304,jupyter,repo2docker,agahkarakuzu,2018-10-15,,1.0
13305,jupyter,repo2docker,agahkarakuzu,2018-11-05,,1.0
13306,jupyter,repo2docker,akarve,2018-01-25,,1.0
13307,jupyter,repo2docker,akarve,2018-01-27,,1.0
13308,jupyter,repo2docker,alimanfoo,2018-12-24,,3.0
13309,jupyter,repo2docker,alimanfoo,2019-01-10,,2.0
13310,jupyter,repo2docker,alimanfoo,2019-01-15,,1.0
13311,jupyter,repo2docker,arnim,2018-08-13,,1.0
13312,jupyter,repo2docker,arokem,2017-08-26,,4.0
13313,jupyter,repo2docker,arokem,2017-08-28,,7.0
13314,jupyter,repo2docker,arokem,2017-11-29,,1.0
13315,jupyter,repo2docker,arokem,2017-12-13,,2.0
13316,jupyter,repo2docker,betatim,2017-10-13,,2.0
13317,jupyter,repo2docker,betatim,2017-10-20,,1.0
13318,jupyter,repo2docker,betatim,2017-10-23,,2.0
13319,jupyter,repo2docker,betatim,2017-10-30,,2.0
13320,jupyter,repo2docker,betatim,2017-11-03,,1.0
13321,jupyter,repo2docker,betatim,2017-11-10,,4.0
13322,jupyter,repo2docker,betatim,2017-11-15,,1.0
13323,jupyter,repo2docker,betatim,2017-11-18,,2.0
13324,jupyter,repo2docker,betatim,2017-11-21,,1.0
13325,jupyter,repo2docker,betatim,2017-11-22,,1.0
13326,jupyter,repo2docker,betatim,2017-11-28,,1.0
13327,jupyter,repo2docker,betatim,2017-11-30,,2.0
13328,jupyter,repo2docker,betatim,2017-12-05,,1.0
13329,jupyter,repo2docker,betatim,2017-12-08,,1.0
13330,jupyter,repo2docker,betatim,2017-12-11,,3.0
13331,jupyter,repo2docker,betatim,2017-12-12,,1.0
13332,jupyter,repo2docker,betatim,2017-12-19,,1.0
13333,jupyter,repo2docker,betatim,2017-12-20,,1.0
13334,jupyter,repo2docker,betatim,2017-12-21,,4.0
13335,jupyter,repo2docker,betatim,2017-12-24,,1.0
13336,jupyter,repo2docker,betatim,2017-12-25,,2.0
13337,jupyter,repo2docker,betatim,2018-01-01,,1.0
13338,jupyter,repo2docker,betatim,2018-01-04,,1.0
13339,jupyter,repo2docker,betatim,2018-01-07,,2.0
13340,jupyter,repo2docker,betatim,2018-01-09,,2.0
13341,jupyter,repo2docker,betatim,2018-01-10,,2.0
13342,jupyter,repo2docker,betatim,2018-01-11,,4.0
13343,jupyter,repo2docker,betatim,2018-01-12,,2.0
13344,jupyter,repo2docker,betatim,2018-01-17,,1.0
13345,jupyter,repo2docker,betatim,2018-01-24,,1.0
13346,jupyter,repo2docker,betatim,2018-01-25,,1.0
13347,jupyter,repo2docker,betatim,2018-02-04,,1.0
13348,jupyter,repo2docker,betatim,2018-02-06,,1.0
13349,jupyter,repo2docker,betatim,2018-02-11,,3.0
13350,jupyter,repo2docker,betatim,2018-02-16,,1.0
13351,jupyter,repo2docker,betatim,2018-02-17,,1.0
13352,jupyter,repo2docker,betatim,2018-02-19,,3.0
13353,jupyter,repo2docker,betatim,2018-02-23,,1.0
13354,jupyter,repo2docker,betatim,2018-02-26,,1.0
13355,jupyter,repo2docker,betatim,2018-03-12,,1.0
13356,jupyter,repo2docker,betatim,2018-03-18,,1.0
13357,jupyter,repo2docker,betatim,2018-03-19,,2.0
13358,jupyter,repo2docker,betatim,2018-03-20,,5.0
13359,jupyter,repo2docker,betatim,2018-04-03,,1.0
13360,jupyter,repo2docker,betatim,2018-04-07,,4.0
13361,jupyter,repo2docker,betatim,2018-04-25,,3.0
13362,jupyter,repo2docker,betatim,2018-04-26,,1.0
13363,jupyter,repo2docker,betatim,2018-04-27,,6.0
13364,jupyter,repo2docker,betatim,2018-04-30,,1.0
13365,jupyter,repo2docker,betatim,2018-05-09,,1.0
13366,jupyter,repo2docker,betatim,2018-05-12,,2.0
13367,jupyter,repo2docker,betatim,2018-05-15,,3.0
13368,jupyter,repo2docker,betatim,2018-05-18,,1.0
13369,jupyter,repo2docker,betatim,2018-05-19,,1.0
13370,jupyter,repo2docker,betatim,2018-05-20,,1.0
13371,jupyter,repo2docker,betatim,2018-05-21,,3.0
13372,jupyter,repo2docker,betatim,2018-05-22,,3.0
13373,jupyter,repo2docker,betatim,2018-05-23,,1.0
13374,jupyter,repo2docker,betatim,2018-05-24,,1.0
13375,jupyter,repo2docker,betatim,2018-05-30,,1.0
13376,jupyter,repo2docker,betatim,2018-05-31,,4.0
13377,jupyter,repo2docker,betatim,2018-06-01,,3.0
13378,jupyter,repo2docker,betatim,2018-06-04,,2.0
13379,jupyter,repo2docker,betatim,2018-06-07,,1.0
13380,jupyter,repo2docker,betatim,2018-06-08,,2.0
13381,jupyter,repo2docker,betatim,2018-06-11,,4.0
13382,jupyter,repo2docker,betatim,2018-06-13,,3.0
13383,jupyter,repo2docker,betatim,2018-06-19,,2.0
13384,jupyter,repo2docker,betatim,2018-06-20,,1.0
13385,jupyter,repo2docker,betatim,2018-06-21,,1.0
13386,jupyter,repo2docker,betatim,2018-06-27,,2.0
13387,jupyter,repo2docker,betatim,2018-06-30,,3.0
13388,jupyter,repo2docker,betatim,2018-07-01,,1.0
13389,jupyter,repo2docker,betatim,2018-07-03,,1.0
13390,jupyter,repo2docker,betatim,2018-07-18,,2.0
13391,jupyter,repo2docker,betatim,2018-07-19,,2.0
13392,jupyter,repo2docker,betatim,2018-07-20,,1.0
13393,jupyter,repo2docker,betatim,2018-07-24,,1.0
13394,jupyter,repo2docker,betatim,2018-07-26,,1.0
13395,jupyter,repo2docker,betatim,2018-07-30,,1.0
13396,jupyter,repo2docker,betatim,2018-08-02,,2.0
13397,jupyter,repo2docker,betatim,2018-08-10,,1.0
13398,jupyter,repo2docker,betatim,2018-08-11,,1.0
13399,jupyter,repo2docker,betatim,2018-08-27,,1.0
13400,jupyter,repo2docker,betatim,2018-09-07,,1.0
13401,jupyter,repo2docker,betatim,2018-09-08,,1.0
13402,jupyter,repo2docker,betatim,2018-09-11,,1.0
13403,jupyter,repo2docker,betatim,2018-09-13,,2.0
13404,jupyter,repo2docker,betatim,2018-09-17,,6.0
13405,jupyter,repo2docker,betatim,2018-09-18,,4.0
13406,jupyter,repo2docker,betatim,2018-09-23,,8.0
13407,jupyter,repo2docker,betatim,2018-09-24,,1.0
13408,jupyter,repo2docker,betatim,2018-09-26,,4.0
13409,jupyter,repo2docker,betatim,2018-10-02,,1.0
13410,jupyter,repo2docker,betatim,2018-10-04,,1.0
13411,jupyter,repo2docker,betatim,2018-10-07,,1.0
13412,jupyter,repo2docker,betatim,2018-10-13,,5.0
13413,jupyter,repo2docker,betatim,2018-10-14,,6.0
13414,jupyter,repo2docker,betatim,2018-10-18,,1.0
13415,jupyter,repo2docker,betatim,2018-10-23,,1.0
13416,jupyter,repo2docker,betatim,2018-10-26,,2.0
13417,jupyter,repo2docker,betatim,2018-10-31,,3.0
13418,jupyter,repo2docker,betatim,2018-11-15,,3.0
13419,jupyter,repo2docker,betatim,2018-11-17,,1.0
13420,jupyter,repo2docker,betatim,2018-11-18,,1.0
13421,jupyter,repo2docker,betatim,2018-11-20,,2.0
13422,jupyter,repo2docker,betatim,2018-11-21,,1.0
