,org,repo,user,date,commits,comments
5209,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-01-14,11.0,
5210,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-01-15,18.0,
5211,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-01-18,13.0,
5212,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-01-20,1.0,
5213,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-01-24,1.0,
5214,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-01-25,1.0,
5215,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-02-01,2.0,
5216,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-02-02,1.0,
5217,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-02-03,1.0,
5218,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-02-17,1.0,
5219,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-02-21,2.0,
5220,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-02-23,8.0,
5221,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-02-24,4.0,
5222,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-02-25,10.0,
5223,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-02-26,1.0,
5224,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-02-27,1.0,
5225,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-03-01,1.0,
5226,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-03-05,12.0,
5227,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-03-06,2.0,
5228,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-03-07,7.0,
5229,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-03-08,3.0,
5230,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-03-13,1.0,
5231,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-03-17,4.0,
5232,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-03-18,1.0,
5233,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-03-19,5.0,
5234,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-03-21,4.0,
5235,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-03-22,5.0,
5236,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-03-23,4.0,
5237,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-03-24,5.0,
5238,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-03-28,1.0,
5239,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-05,7.0,
5240,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-06,5.0,
5241,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-07,9.0,
5242,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-10,5.0,
5243,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-11,14.0,
5244,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-14,9.0,1.0
5245,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-15,1.0,1.0
5246,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-16,2.0,
5247,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-17,3.0,
5248,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-19,3.0,
5249,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-20,2.0,
5250,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-21,3.0,3.0
5251,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-23,2.0,
5252,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-24,2.0,
5253,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-28,5.0,
5254,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-04-29,2.0,1.0
5255,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-01,2.0,
5256,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-02,6.0,2.0
5257,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-03,1.0,
5258,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-04,3.0,
5259,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-08,1.0,
5260,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-09,2.0,2.0
5261,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-10,6.0,2.0
5262,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-11,6.0,
5263,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-15,5.0,1.0
5264,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-19,8.0,3.0
5265,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-22,3.0,
5266,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-24,2.0,
5267,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-25,2.0,1.0
5268,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-29,1.0,1.0
5269,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-30,13.0,
5270,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-05-31,7.0,
5271,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-06-01,2.0,1.0
5272,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-06-06,1.0,
5273,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-06-07,4.0,
5274,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-06-16,3.0,
5275,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-06-19,3.0,
5276,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-06-20,8.0,4.0
5277,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-06-21,4.0,
5278,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-06-22,2.0,
5279,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-06-23,2.0,
5280,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-06-24,3.0,4.0
5281,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-06-26,1.0,
5282,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-06-27,4.0,3.0
5283,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-06-28,4.0,3.0
5284,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-06-29,1.0,
5285,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-06-30,8.0,2.0
5286,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-07-03,2.0,1.0
5287,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-07-05,6.0,
5288,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-07-08,1.0,
5289,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-07-09,1.0,
5290,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-07-18,6.0,
5291,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-07-19,2.0,
5292,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-07-27,1.0,
5293,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-07-30,3.0,
5294,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-07-31,1.0,
5295,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-01,2.0,
5296,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-02,1.0,
5297,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-03,1.0,
5298,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-06,1.0,
5299,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-07,2.0,
5300,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-09,2.0,
5301,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-15,2.0,
5302,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-17,3.0,3.0
5303,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-19,6.0,
5304,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-20,1.0,
5305,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-21,4.0,
5306,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-22,3.0,1.0
5307,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-25,4.0,1.0
5308,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-26,2.0,3.0
5309,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-27,1.0,1.0
5310,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-08-29,1.0,
5311,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-09-02,3.0,
5312,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-09-04,1.0,
5313,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-09-06,3.0,
5314,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-09-07,1.0,
5315,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-09-12,1.0,
5316,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-09-13,2.0,3.0
5317,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-09-14,2.0,
5318,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-09-15,1.0,
5319,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-09-18,1.0,3.0
5320,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-09-19,1.0,9.0
5321,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-09-20,11.0,13.0
5322,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-09-25,2.0,4.0
5323,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-09-28,2.0,
5324,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-09-29,2.0,1.0
5325,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-10-02,3.0,
5326,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-10-05,4.0,1.0
5327,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-10-08,3.0,1.0
5328,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-10-10,1.0,4.0
5329,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-10-11,1.0,8.0
5330,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-10-16,1.0,4.0
5331,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-10-17,7.0,5.0
5332,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-10-23,1.0,1.0
5333,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-10-24,2.0,6.0
5334,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-10-26,1.0,2.0
5335,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-10-28,1.0,3.0
5336,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-10-30,10.0,1.0
5337,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-10-31,3.0,9.0
5338,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-11-01,3.0,2.0
5339,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-11-02,5.0,5.0
5340,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-11-03,4.0,2.0
5341,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-11-06,4.0,14.0
5342,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-11-07,2.0,
5343,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-11-10,4.0,6.0
5344,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-11-15,7.0,11.0
5345,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-11-17,3.0,5.0
5346,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-11-20,2.0,2.0
5347,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-11-21,1.0,1.0
5348,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-11-23,2.0,3.0
5349,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-11-27,2.0,1.0
5350,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-11-28,6.0,9.0
5351,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-01,4.0,7.0
5352,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-02,11.0,9.0
5353,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-04,1.0,1.0
5354,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-05,16.0,9.0
5355,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-06,3.0,4.0
5356,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-07,4.0,7.0
5357,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-11,2.0,6.0
5358,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-12,6.0,4.0
5359,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-13,2.0,4.0
5360,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-16,1.0,1.0
5361,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-17,1.0,1.0
5362,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-19,1.0,2.0
5363,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-21,3.0,3.0
5364,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-22,5.0,11.0
5365,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-23,1.0,6.0
5366,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-29,1.0,2.0
5367,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2017-12-31,1.0,3.0
5368,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-08,1.0,4.0
5369,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-09,3.0,5.0
5370,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-10,1.0,5.0
5371,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-11,1.0,4.0
5372,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-12,10.0,20.0
5373,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-13,5.0,8.0
5374,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-15,5.0,6.0
5375,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-16,10.0,7.0
5376,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-17,12.0,21.0
5377,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-18,3.0,22.0
5378,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-22,4.0,19.0
5379,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-23,8.0,9.0
5380,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-24,2.0,6.0
5381,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-25,2.0,4.0
5382,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-26,1.0,2.0
5383,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-29,7.0,10.0
5384,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-01-31,6.0,4.0
5385,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-02-03,1.0,
5386,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-02-06,1.0,1.0
5387,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-02-07,2.0,6.0
5388,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-02-08,2.0,5.0
5389,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-02-12,1.0,1.0
5390,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-02-13,3.0,9.0
5391,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-02-21,2.0,9.0
5392,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-02-22,3.0,2.0
5393,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-02-23,2.0,6.0
5394,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-02-26,2.0,9.0
5395,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-03-08,1.0,
5396,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-03-12,2.0,10.0
5397,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-03-13,1.0,1.0
5398,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-03-15,1.0,12.0
5399,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-03-19,1.0,2.0
5400,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-03-20,1.0,7.0
5401,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-03-21,2.0,3.0
5402,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-03-24,1.0,
5403,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-03-27,7.0,9.0
5404,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-04-01,1.0,7.0
5405,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-04-02,2.0,6.0
5406,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-04-03,2.0,13.0
5407,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-04-04,1.0,
5408,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-04-12,2.0,2.0
5409,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-04-24,2.0,4.0
5410,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-05-01,1.0,1.0
5411,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-05-09,2.0,
5412,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-06-30,1.0,4.0
5413,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-09-06,1.0,7.0
5414,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-09-11,1.0,
5415,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-10-22,1.0,6.0
5416,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-10-30,2.0,3.0
5417,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-12-04,1.0,2.0
5418,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-12-15,1.0,1.0
5419,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-12-17,2.0,
5420,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-12-19,2.0,
5421,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-12-20,4.0,1.0
5422,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2018-12-27,1.0,2.0
5423,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2019-01-04,1.0,1.0
5424,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2019-01-15,1.0,
5425,jupyterhub,zero-to-jupyterhub-k8s,yuvipanda,2019-01-31,1.0,2.0
5426,jupyterhub,zero-to-jupyterhub-k8s,zonca,2017-10-08,3.0,1.0
5427,jupyterhub,zero-to-jupyterhub-k8s,zonca,2017-10-25,1.0,
5428,jupyterhub,zero-to-jupyterhub-k8s,zonca,2017-10-26,1.0,1.0
5429,jupyterhub,zero-to-jupyterhub-k8s,zonca,2017-10-27,1.0,1.0
5430,jupyterhub,zero-to-jupyterhub-k8s,zonca,2017-10-28,1.0,2.0
5431,nteract,hydrogen,Andreyka2016,2018-02-21,1.0,
5432,nteract,hydrogen,BenRussert,2016-12-27,1.0,
5433,nteract,hydrogen,BenRussert,2017-03-27,1.0,2.0
5434,nteract,hydrogen,BenRussert,2017-03-31,1.0,7.0
5435,nteract,hydrogen,BenRussert,2017-04-03,2.0,1.0
5436,nteract,hydrogen,BenRussert,2017-04-09,3.0,2.0
5437,nteract,hydrogen,BenRussert,2017-04-10,1.0,2.0
5438,nteract,hydrogen,BenRussert,2017-04-21,1.0,4.0
5439,nteract,hydrogen,BenRussert,2017-04-22,2.0,
5440,nteract,hydrogen,BenRussert,2017-04-24,1.0,1.0
5441,nteract,hydrogen,BenRussert,2017-04-26,2.0,2.0
5442,nteract,hydrogen,BenRussert,2017-04-29,3.0,
5443,nteract,hydrogen,BenRussert,2017-04-30,1.0,2.0
5444,nteract,hydrogen,BenRussert,2017-05-05,2.0,
5445,nteract,hydrogen,BenRussert,2017-05-06,1.0,1.0
5446,nteract,hydrogen,BenRussert,2017-05-09,2.0,3.0
5447,nteract,hydrogen,BenRussert,2017-05-13,2.0,
5448,nteract,hydrogen,BenRussert,2017-05-19,1.0,1.0
5449,nteract,hydrogen,BenRussert,2017-05-21,3.0,2.0
5450,nteract,hydrogen,BenRussert,2017-05-23,1.0,1.0
5451,nteract,hydrogen,BenRussert,2017-05-27,2.0,
5452,nteract,hydrogen,BenRussert,2017-05-28,1.0,2.0
5453,nteract,hydrogen,BenRussert,2017-05-29,1.0,1.0
5454,nteract,hydrogen,BenRussert,2017-06-09,1.0,4.0
5455,nteract,hydrogen,BenRussert,2017-06-11,1.0,2.0
5456,nteract,hydrogen,BenRussert,2017-06-15,1.0,3.0
5457,nteract,hydrogen,BenRussert,2017-06-16,2.0,1.0
5458,nteract,hydrogen,BenRussert,2017-06-18,1.0,1.0
5459,nteract,hydrogen,BenRussert,2017-06-30,1.0,4.0
5460,nteract,hydrogen,BenRussert,2017-07-08,2.0,1.0
5461,nteract,hydrogen,BenRussert,2017-07-09,1.0,
5462,nteract,hydrogen,BenRussert,2017-07-19,1.0,1.0
5463,nteract,hydrogen,BenRussert,2017-07-22,2.0,
5464,nteract,hydrogen,BenRussert,2017-08-10,1.0,3.0
5465,nteract,hydrogen,BenRussert,2017-08-11,2.0,1.0
5466,nteract,hydrogen,BenRussert,2017-08-13,3.0,3.0
5467,nteract,hydrogen,BenRussert,2017-08-14,1.0,1.0
5468,nteract,hydrogen,BenRussert,2017-08-26,4.0,2.0
5469,nteract,hydrogen,BenRussert,2017-09-01,1.0,3.0
5470,nteract,hydrogen,BenRussert,2017-09-03,2.0,3.0
5471,nteract,hydrogen,BenRussert,2017-09-21,1.0,2.0
5472,nteract,hydrogen,BenRussert,2017-10-15,1.0,3.0
5473,nteract,hydrogen,BenRussert,2017-10-21,1.0,
5474,nteract,hydrogen,BenRussert,2017-10-22,1.0,
5475,nteract,hydrogen,BenRussert,2017-10-23,2.0,2.0
5476,nteract,hydrogen,BenRussert,2017-10-29,1.0,1.0
5477,nteract,hydrogen,BenRussert,2017-10-31,1.0,2.0
5478,nteract,hydrogen,BenRussert,2017-11-01,1.0,
5479,nteract,hydrogen,BenRussert,2017-11-02,1.0,1.0
5480,nteract,hydrogen,BenRussert,2017-11-05,1.0,
5481,nteract,hydrogen,BenRussert,2017-11-18,1.0,
5482,nteract,hydrogen,BenRussert,2017-11-25,2.0,1.0
5483,nteract,hydrogen,BenRussert,2017-12-23,1.0,
5484,nteract,hydrogen,BenRussert,2018-02-08,1.0,1.0
5485,nteract,hydrogen,BenRussert,2018-04-04,1.0,1.0
5486,nteract,hydrogen,BenRussert,2018-04-07,1.0,4.0
5487,nteract,hydrogen,BenRussert,2018-04-09,1.0,1.0
5488,nteract,hydrogen,BenRussert,2018-04-13,1.0,3.0
5489,nteract,hydrogen,BenRussert,2018-04-14,2.0,2.0
5490,nteract,hydrogen,BenRussert,2018-05-02,1.0,3.0
5491,nteract,hydrogen,BenRussert,2018-05-03,1.0,1.0
5492,nteract,hydrogen,BenRussert,2018-08-01,1.0,4.0
5493,nteract,hydrogen,BenRussert,2018-08-10,2.0,6.0
5494,nteract,hydrogen,BenRussert,2018-08-12,1.0,8.0
5495,nteract,hydrogen,BenRussert,2018-08-18,1.0,2.0
5496,nteract,hydrogen,BenRussert,2018-08-31,1.0,
5497,nteract,hydrogen,BenRussert,2018-09-11,3.0,4.0
5498,nteract,hydrogen,BenRussert,2018-09-16,1.0,4.0
5499,nteract,hydrogen,BenRussert,2018-09-21,1.0,3.0
5500,nteract,hydrogen,BenRussert,2018-10-14,1.0,
5501,nteract,hydrogen,BenRussert,2018-11-11,1.0,4.0
5502,nteract,hydrogen,BenRussert,2018-11-18,1.0,
5503,nteract,hydrogen,BenRussert,2018-12-09,1.0,2.0
5504,nteract,hydrogen,BenRussert,2019-01-13,6.0,
5505,nteract,hydrogen,BenRussert,2019-01-22,2.0,1.0
5506,nteract,hydrogen,BenRussert,2019-02-05,1.0,1.0
5507,nteract,hydrogen,JonnyCBB,2018-07-27,1.0,4.0
5508,nteract,hydrogen,Madhu94,2017-11-09,1.0,
5509,nteract,hydrogen,ReadmeCritic,2016-03-29,1.0,1.0
5510,nteract,hydrogen,abendafb,2018-08-20,1.0,
5511,nteract,hydrogen,adavidzh,2018-03-26,1.0,1.0
5512,nteract,hydrogen,andb0t,2017-10-20,1.0,1.0
5513,nteract,hydrogen,arl-o,2018-05-04,1.0,
5514,nteract,hydrogen,bshlgrs,2016-01-20,1.0,
5515,nteract,hydrogen,buyology,2017-05-12,1.0,2.0
5516,nteract,hydrogen,callmeish,2017-08-24,1.0,
5517,nteract,hydrogen,callmeish,2017-08-31,2.0,
5518,nteract,hydrogen,callmeish,2017-09-07,1.0,1.0
5519,nteract,hydrogen,chilang,2016-11-18,1.0,
5520,nteract,hydrogen,danielbayley,2018-08-21,1.0,
5521,nteract,hydrogen,dwolfschlaeger,2017-06-26,1.0,
5522,nteract,hydrogen,dwolfschlaeger,2017-09-05,1.0,
5523,nteract,hydrogen,dwolfschlaeger,2017-10-20,1.0,
5524,nteract,hydrogen,equinox,2016-11-25,1.0,
5525,nteract,hydrogen,fusion809,2016-06-26,1.0,
5526,nteract,hydrogen,greenkeeper[bot],2017-01-20,2.0,
5527,nteract,hydrogen,greenkeeper[bot],2017-01-30,1.0,
5528,nteract,hydrogen,greenkeeper[bot],2017-02-08,1.0,1.0
5529,nteract,hydrogen,greenkeeper[bot],2017-02-21,1.0,
5530,nteract,hydrogen,greenkeeper[bot],2017-03-10,1.0,
5531,nteract,hydrogen,greenkeeper[bot],2017-04-04,2.0,
5532,nteract,hydrogen,greenkeeper[bot],2017-04-12,1.0,
5533,nteract,hydrogen,greenkeeper[bot],2017-04-13,2.0,1.0
5534,nteract,hydrogen,greenkeeper[bot],2017-04-21,1.0,2.0
5535,nteract,hydrogen,greenkeeper[bot],2017-04-27,1.0,
5536,nteract,hydrogen,greenkeeper[bot],2017-04-28,1.0,
5537,nteract,hydrogen,greenkeeper[bot],2017-05-02,1.0,
5538,nteract,hydrogen,greenkeeper[bot],2017-05-04,1.0,
5539,nteract,hydrogen,greenkeeper[bot],2017-05-07,1.0,
